站名,时间,水位(m),流量(m3/s)
宜昌,2026-09-12 22:00:00,41.390,10700
宜昌,2026-09-13 06:00:00,40.780,8800
宜昌,2026-09-13 07:00:00,40.790,8890
宜昌,2026-09-13 08:00:00,40.780,8880
宜昌,2026-09-13 09:00:00,40.780,8920
宜昌,2026-09-13 10:00:00,40.760,8890
宜昌,2026-09-13 11:00:00,40.540,8230
宜昌,2026-09-13 12:00:00,40.440,7970
宜昌,2026-09-13 13:00:00,40.380,7860
宜昌,2026-09-13 14:00:00,40.360,7860
宜昌,2026-09-13 15:00:00,40.280,7690
宜昌,2026-09-13 16:00:00,40.230,7600
宜昌,2026-09-13 17:00:00,40.370,8070
宜昌,2026-09-13 18:00:00,40.730,9220
宜昌,2026-09-13 19:00:00,41.080,10300
宜昌,2026-09-13 20:00:00,41.220,10500
宜昌,2026-09-13 21:00:00,41.350,10800
宜昌,2026-09-13 22:00:00,41.420,10900
宜昌,2026-09-14 06:00:00,40.740,8700
宜昌,2026-09-14 07:00:00,40.750,8790
宜昌,2026-09-14 08:00:00,40.760,8850
宜昌,2026-09-14 09:00:00,40.760,8890
宜昌,2026-09-14 10:00:00,40.710,8760
宜昌,2026-09-14 11:00:00,40.490,8100
宜昌,2026-09-14 12:00:00,40.370,7770
宜昌,2026-09-14 13:00:00,40.330,7750
宜昌,2026-09-14 14:00:00,40.250,7590
宜昌,2026-09-14 15:00:00,40.210,7540
宜昌,2026-09-14 16:00:00,40.200,7570
宜昌,2026-09-14 17:00:00,40.260,7800
宜昌,2026-09-14 18:00:00,40.650,9030
宜昌,2026-09-14 19:00:00,41.030,10200
宜昌,2026-09-14 20:00:00,41.140,10300
宜昌,2026-09-14 21:00:00,41.290,10600
宜昌,2026-09-14 22:00:00,41.420,11000
宜昌,2026-09-15 06:00:00,40.820,8910
宜昌,2026-09-15 07:00:00,40.780,8840
宜昌,2026-09-15 08:00:00,40.770,8850
宜昌,2026-09-15 09:00:00,40.740,8790
宜昌,2026-09-15 10:00:00,40.670,8650
宜昌,2026-09-15 11:00:00,40.570,8360
宜昌,2026-09-15 12:00:00,40.520,8250
宜昌,2026-09-15 13:00:00,40.450,8080
宜昌,2026-09-15 14:00:00,40.440,8100
宜昌,2026-09-15 15:00:00,40.440,8130
宜昌,2026-09-15 16:00:00,40.430,8140
宜昌,2026-09-15 17:00:00,40.490,8360
宜昌,2026-09-15 18:00:00,40.800,9280
宜昌,2026-09-15 19:00:00,41.180,10400
宜昌,2026-09-15 20:00:00,41.330,10800
宜昌,2026-09-15 21:00:00,41.400,10900
宜昌,2026-09-15 22:00:00,41.500,11000
宜昌,2026-09-16 06:00:00,41.060,9540
宜昌,2026-09-16 07:00:00,41.050,9550
宜昌,2026-09-16 08:00:00,41.080,9640
宜昌,2026-09-16 09:00:00,41.070,9650
宜昌,2026-09-16 10:00:00,41.080,9680
宜昌,2026-09-16 11:00:00,40.790,8720
宜昌,2026-09-16 12:00:00,40.680,8450
宜昌,2026-09-16 13:00:00,40.620,8380
宜昌,2026-09-16 14:00:00,40.500,8090
宜昌,2026-09-16 15:00:00,40.440,7960
宜昌,2026-09-16 16:00:00,40.410,7950
宜昌,2026-09-16 17:00:00,40.530,8400
宜昌,2026-09-16 18:00:00,40.950,9740
宜昌,2026-09-16 19:00:00,41.360,11000
宜昌,2026-09-16 20:00:00,41.570,11400
宜昌,2026-09-16 21:00:00,41.680,11600
宜昌,2026-09-16 22:00:00,41.770,11800
宜昌,2026-09-17 06:00:00,40.990,9210
宜昌,2026-09-17 07:00:00,41.040,9390
宜昌,2026-09-17 08:00:00,40.950,9140
宜昌,2026-09-17 09:00:00,40.940,9160
宜昌,2026-09-17 10:00:00,40.960,9290
宜昌,2026-09-17 11:00:00,40.780,8700
宜昌,2026-09-17 12:00:00,40.720,8610
宜昌,2026-09-17 13:00:00,40.720,8660
宜昌,2026-09-17 14:00:00,40.640,8510
宜昌,2026-09-17 15:00:00,40.640,8550
宜昌,2026-09-17 16:00:00,40.590,8440
宜昌,2026-09-17 17:00:00,40.620,8580
宜昌,2026-09-17 18:00:00,41.020,9870
宜昌,2026-09-17 19:00:00,41.390,11000
宜昌,2026-09-17 21:00:00,41.650,11400
宜昌,2026-09-17 22:00:00,41.710,11500
宜昌,2026-09-18 06:00:00,41.060,9410
宜昌,2026-09-18 07:00:00,41.000,9240
宜昌,2026-09-18 08:00:00,40.960,9160
宜昌,2026-09-18 09:00:00,40.930,9110
宜昌,2026-09-18 10:00:00,40.910,9100
宜昌,2026-09-18 11:00:00,40.950,9290
宜昌,2026-09-18 12:00:00,40.870,9060
宜昌,2026-09-18 13:00:00,40.850,9010
宜昌,2026-09-18 14:00:00,40.850,9040
宜昌,2026-09-18 15:00:00,40.830,8990
宜昌,2026-09-18 16:00:00,40.850,9080
宜昌,2026-09-18 17:00:00,41.130,10000
宜昌,2026-09-18 18:00:00,41.630,11600
宜昌,2026-09-18 19:00:00,41.720,11700
宜昌,2026-09-18 20:00:00,41.830,11900
宜昌,2026-09-18 21:00:00,41.890,12000
宜昌,2026-09-18 22:00:00,41.940,12000
宜昌,2026-09-19 06:00:00,41.180,9600
宜昌,2026-09-19 07:00:00,41.170,9610
宜昌,2026-09-19 08:00:00,41.170,9670
宜昌,2026-09-19 09:00:00,41.110,9570
宜昌,2026-09-19 10:00:00,41.070,9490
宜昌,2026-09-19 11:00:00,40.950,9120
宜昌,2026-09-19 12:00:00,40.930,9110
宜昌,2026-09-19 13:00:00,40.830,8860
宜昌,2026-09-19 14:00:00,40.800,8820
宜昌,2026-09-19 15:00:00,40.760,8750
宜昌,2026-09-19 16:00:00,40.760,8800
宜昌,2026-09-19 17:00:00,41.090,9950
宜昌,2026-09-19 18:00:00,41.600,11500
宜昌,2026-09-19 19:00:00,41.840,12200
宜昌,2026-09-19 20:00:00,41.990,12400
宜昌,2026-09-19 21:00:00,42.020,12300
宜昌,2026-09-19 22:00:00,42.070,12300
宜昌,2026-09-20 06:00:00,41.790,11300
宜昌,2026-09-20 07:00:00,41.830,11500
宜昌,2026-09-20 08:00:00,41.730,11100
宜昌,2026-09-20 09:00:00,41.750,11200
宜昌,2026-09-20 10:00:00,41.620,10700
宜昌,2026-09-20 11:00:00,41.580,10600
宜昌,2026-09-20 12:00:00,41.520,10500
宜昌,2026-09-20 13:00:00,41.550,10600
宜昌,2026-09-20 14:00:00,41.600,10800
宜昌,2026-09-20 15:00:00,41.610,10900
宜昌,2026-09-20 16:00:00,41.640,10900
宜昌,2026-09-20 17:00:00,41.660,11000
宜昌,2026-09-20 18:00:00,41.820,11700
宜昌,2026-09-20 19:00:00,42.090,12400
宜昌,2026-09-20 20:00:00,42.180,12700
宜昌,2026-09-20 21:00:00,42.220,12700
宜昌,2026-09-20 22:00:00,42.210,12500
宜昌,2026-09-21 06:00:00,41.960,11600
宜昌,2026-09-21 07:00:00,41.960,11600
宜昌,2026-09-21 08:00:00,41.960,11600
宜昌,2026-09-21 09:00:00,41.960,11700
宜昌,2026-09-21 10:00:00,41.850,11400
宜昌,2026-09-21 11:00:00,41.800,11200
宜昌,2026-09-21 12:00:00,41.650,10600
宜昌,2026-09-21 13:00:00,41.620,10600
宜昌,2026-09-21 14:00:00,41.580,10600
宜昌,2026-09-21 15:00:00,41.530,10500
宜昌,2026-09-21 16:00:00,41.520,10500
宜昌,2026-09-21 17:00:00,41.570,10700
宜昌,2026-09-21 18:00:00,41.830,11700
宜昌,2026-09-21 19:00:00,42.100,12400
宜昌,2026-09-21 20:00:00,42.270,13000
宜昌,2026-09-21 21:00:00,42.290,12900
宜昌,2026-09-21 22:00:00,42.310,12900
宜昌,2026-09-22 06:00:00,42.120,12300
宜昌,2026-09-22 07:00:00,42.180,12500
宜昌,2026-09-22 08:00:00,42.250,12800
宜昌,2026-09-22 09:00:00,42.250,12700
宜昌,2026-09-22 10:00:00,41.910,11400
宜昌,2026-09-22 11:00:00,41.840,11100
宜昌,2026-09-22 12:00:00,41.820,11200
宜昌,2026-09-22 13:00:00,41.800,11100
宜昌,2026-09-22 14:00:00,41.810,11200
宜昌,2026-09-22 15:00:00,41.860,11400
宜昌,2026-09-22 16:00:00,41.880,11500
宜昌,2026-09-22 17:00:00,41.910,11500
宜昌,2026-09-22 18:00:00,42.090,12100
宜昌,2026-09-22 19:00:00,42.390,13100
宜昌,2026-09-22 20:00:00,42.540,13600
宜昌,2026-09-22 21:00:00,42.600,13700
宜昌,2026-09-22 22:00:00,42.540,13300
宜昌,2026-09-23 05:00:00,41.680,10700
宜昌,2026-09-23 06:00:00,41.640,10600
宜昌,2026-09-23 07:00:00,41.590,10500
宜昌,2026-09-23 08:00:00,41.560,10500
宜昌,2026-09-23 09:00:00,41.570,10600
宜昌,2026-09-23 09:05:00,41.580,10500
宜昌,2026-09-23 11:00:00,41.380,10000
宜昌,2026-09-23 12:00:00,41.210,9460
宜昌,2026-09-23 13:00:00,41.170,9450
宜昌,2026-09-23 14:00:00,41.090,9300
宜昌,2026-09-23 15:00:00,41.040,9240
宜昌,2026-09-23 16:00:00,41.020,9240
宜昌,2026-09-23 17:00:00,41.060,9440
宜昌,2026-09-23 18:00:00,41.510,10900
宜昌,2026-09-23 19:00:00,41.780,11700
宜昌,2026-09-23 20:00:00,41.940,12100
宜昌,2026-09-23 21:00:00,42.030,12200
宜昌,2026-09-23 22:00:00,42.010,12000
宜昌,2026-09-24 06:00:00,41.440,10300
宜昌,2026-09-24 07:00:00,41.400,10200
宜昌,2026-09-24 08:00:00,41.370,10200
宜昌,2026-09-24 09:00:00,41.360,10100
宜昌,2026-09-24 10:00:00,41.420,10400
宜昌,2026-09-24 11:00:00,41.220,9740
宜昌,2026-09-24 12:00:00,41.260,9930
宜昌,2026-09-24 13:00:00,41.250,9950
宜昌,2026-09-24 14:00:00,41.210,9830
宜昌,2026-09-24 15:00:00,41.110,9580
宜昌,2026-09-24 16:00:00,40.960,9160
宜昌,2026-09-24 17:00:00,41.020,9460
宜昌,2026-09-24 18:00:00,41.500,11100
宜昌,2026-09-24 19:00:00,41.770,11800
宜昌,2026-09-24 20:00:00,41.940,12200
宜昌,2026-09-24 21:00:00,42.070,12400
宜昌,2026-09-24 22:00:00,42.130,12500
宜昌,2026-09-25 06:00:00,40.840,8570
宜昌,2026-09-25 07:00:00,40.960,9100
宜昌,2026-09-25 08:00:00,40.900,8990
宜昌,2026-09-25 09:00:00,40.910,9070
宜昌,2026-09-25 10:00:00,40.780,8710
宜昌,2026-09-25 11:00:00,40.540,8060
宜昌,2026-09-25 12:00:00,40.370,7640
宜昌,2026-09-25 13:00:00,40.260,7440
宜昌,2026-09-25 14:00:00,40.150,7260
宜昌,2026-09-25 15:00:00,40.070,7140
宜昌,2026-09-25 16:00:00,40.020,7120
宜昌,2026-09-25 17:00:00,40.400,8320
宜昌,2026-09-25 18:00:00,40.890,9810
宜昌,2026-09-25 19:00:00,41.280,10900
宜昌,2026-09-25 20:00:00,41.490,11400
宜昌,2026-09-25 21:00:00,41.710,11800
宜昌,2026-09-25 22:00:00,41.840,12100
宜昌,2026-09-26 06:00:00,40.930,9110
宜昌,2026-09-26 07:00:00,40.910,9090
宜昌,2026-09-26 08:00:00,40.860,8970
