站名,时间,水位(m),流量(m3/s)
三峡水库,2026-09-18 22:00:00,161.250,-(入)/13400(出)
三峡水库,2026-09-19 05:00:00,161.620,-(入)/8720(出)
三峡水库,2026-09-19 06:00:00,161.630,-(入)/8710(出)
三峡水库,2026-09-19 07:00:00,161.640,-(入)/8710(出)
三峡水库,2026-09-19 08:00:00,161.630,12900(入)/8710(出)
三峡水库,2026-09-19 09:00:00,161.630,-(入)/8700(出)
三峡水库,2026-09-19 10:00:00,161.650,-(入)/7880(出)
三峡水库,2026-09-19 11:00:00,161.670,-(入)/7880(出)
三峡水库,2026-09-19 12:00:00,161.690,-(入)/7880(出)
三峡水库,2026-09-19 13:00:00,161.710,-(入)/7870(出)
三峡水库,2026-09-19 14:00:00,161.710,12700(入)/7870(出)
三峡水库,2026-09-19 15:00:00,161.730,-(入)/7860(出)
三峡水库,2026-09-19 16:00:00,161.760,-(入)/7850(出)
三峡水库,2026-09-19 17:00:00,161.710,-(入)/10500(出)
三峡水库,2026-09-19 18:00:00,161.640,-(入)/13200(出)
三峡水库,2026-09-19 19:00:00,161.620,-(入)/13300(出)
三峡水库,2026-09-19 20:00:00,161.590,12400(入)/13300(出)
三峡水库,2026-09-19 21:00:00,161.610,-(入)/13300(出)
三峡水库,2026-09-19 22:00:00,161.610,-(入)/13300(出)
三峡水库,2026-09-20 05:00:00,161.830,-(入)/10100(出)
三峡水库,2026-09-20 06:00:00,161.830,-(入)/10100(出)
三峡水库,2026-09-20 07:00:00,161.830,-(入)/10100(出)
三峡水库,2026-09-20 08:00:00,161.820,11700(入)/10100(出)
三峡水库,2026-09-20 09:00:00,161.820,-(入)/10100(出)
三峡水库,2026-09-20 10:00:00,161.840,-(入)/9280(出)
三峡水库,2026-09-20 11:00:00,161.840,-(入)/9270(出)
三峡水库,2026-09-20 12:00:00,161.840,-(入)/9260(出)
三峡水库,2026-09-20 13:00:00,161.850,-(入)/9270(出)
三峡水库,2026-09-20 14:00:00,161.850,12000(入)/9240(出)
三峡水库,2026-09-20 15:00:00,161.870,-(入)/9230(出)
三峡水库,2026-09-20 16:00:00,161.900,-(入)/9210(出)
三峡水库,2026-09-20 17:00:00,161.830,-(入)/11900(出)
三峡水库,2026-09-20 18:00:00,161.740,-(入)/14700(出)
三峡水库,2026-09-20 19:00:00,161.710,-(入)/14700(出)
三峡水库,2026-09-20 20:00:00,161.680,12000(入)/14800(出)
三峡水库,2026-09-20 21:00:00,161.700,-(入)/14800(出)
三峡水库,2026-09-20 22:00:00,161.700,-(入)/14800(出)
三峡水库,2026-09-21 05:00:00,161.930,-(入)/10500(出)
三峡水库,2026-09-21 06:00:00,161.950,-(入)/10400(出)
三峡水库,2026-09-21 07:00:00,161.940,-(入)/10400(出)
三峡水库,2026-09-21 08:00:00,161.930,12000(入)/10400(出)
三峡水库,2026-09-21 09:00:00,161.950,-(入)/10400(出)
三峡水库,2026-09-21 10:00:00,161.960,-(入)/9600(出)
三峡水库,2026-09-21 11:00:00,161.980,-(入)/9610(出)
三峡水库,2026-09-21 12:00:00,161.990,-(入)/9590(出)
三峡水库,2026-09-21 13:00:00,162.000,-(入)/9600(出)
三峡水库,2026-09-21 14:00:00,162.020,11900(入)/9580(出)
三峡水库,2026-09-21 15:00:00,162.030,-(入)/9580(出)
三峡水库,2026-09-21 16:00:00,162.050,-(入)/9580(出)
三峡水库,2026-09-21 17:00:00,161.990,-(入)/12300(出)
三峡水库,2026-09-21 18:00:00,161.890,-(入)/15000(出)
三峡水库,2026-09-21 19:00:00,161.840,-(入)/15100(出)
三峡水库,2026-09-21 20:00:00,161.810,12100(入)/15100(出)
三峡水库,2026-09-21 21:00:00,161.830,-(入)/15100(出)
三峡水库,2026-09-21 22:00:00,161.830,-(入)/15200(出)
