站名,时间,水位(m),流量(m3/s)
三峡水库,2026-09-08 20:00:00,158.900,9800(入)/13300(出)
三峡水库,2026-09-08 21:00:00,158.910,-(入)/13400(出)
三峡水库,2026-09-08 22:00:00,158.890,-(入)/13400(出)
三峡水库,2026-09-08 23:00:00,158.960,-(入)/10600(出)
三峡水库,2026-09-09 00:00:00,159.040,-(入)/8600(出)
三峡水库,2026-09-09 01:00:00,159.090,-(入)/8580(出)
三峡水库,2026-09-09 14:00:00,159.220,10300(入)/7630(出)
三峡水库,2026-09-09 15:00:00,159.220,-(入)/7650(出)
三峡水库,2026-09-09 16:00:00,159.220,-(入)/7640(出)
三峡水库,2026-09-09 17:00:00,159.150,-(入)/10400(出)
三峡水库,2026-09-09 18:00:00,159.030,-(入)/13100(出)
三峡水库,2026-09-09 19:00:00,158.980,-(入)/13400(出)
三峡水库,2026-09-09 20:00:00,158.940,9900(入)/13400(出)
三峡水库,2026-09-09 21:00:00,158.950,-(入)/13300(出)
三峡水库,2026-09-09 22:00:00,158.930,-(入)/13300(出)
三峡水库,2026-09-10 05:00:00,159.210,-(入)/8550(出)
三峡水库,2026-09-10 06:00:00,159.190,-(入)/8560(出)
三峡水库,2026-09-10 07:00:00,159.210,-(入)/8560(出)
三峡水库,2026-09-10 08:00:00,159.210,10300(入)/8550(出)
三峡水库,2026-09-10 09:00:00,159.210,-(入)/8530(出)
三峡水库,2026-09-10 10:00:00,159.240,-(入)/7700(出)
三峡水库,2026-09-10 11:00:00,159.250,-(入)/7690(出)
三峡水库,2026-09-10 12:00:00,159.270,-(入)/7680(出)
三峡水库,2026-09-10 13:00:00,159.260,-(入)/7690(出)
三峡水库,2026-09-10 14:00:00,159.290,10300(入)/7680(出)
三峡水库,2026-09-10 15:00:00,159.310,-(入)/7670(出)
三峡水库,2026-09-10 16:00:00,159.310,-(入)/7660(出)
三峡水库,2026-09-10 17:00:00,159.260,-(入)/10400(出)
三峡水库,2026-09-10 18:00:00,159.170,-(入)/13200(出)
三峡水库,2026-09-10 19:00:00,159.120,-(入)/13300(出)
三峡水库,2026-09-10 20:00:00,159.090,10000(入)/13300(出)
三峡水库,2026-09-10 21:00:00,159.090,-(入)/13300(出)
三峡水库,2026-09-10 22:00:00,159.080,-(入)/13300(出)
三峡水库,2026-09-11 05:00:00,159.400,-(入)/7560(出)
三峡水库,2026-09-11 06:00:00,159.390,-(入)/7560(出)
三峡水库,2026-09-11 07:00:00,159.390,-(入)/7550(出)
三峡水库,2026-09-11 08:00:00,159.380,10000(入)/7550(出)
三峡水库,2026-09-11 09:00:00,159.390,-(入)/7550(出)
三峡水库,2026-09-11 10:00:00,159.410,-(入)/6720(出)
三峡水库,2026-09-11 11:00:00,159.410,-(入)/6720(出)
三峡水库,2026-09-11 12:00:00,159.440,-(入)/6720(出)
三峡水库,2026-09-11 13:00:00,159.420,-(入)/6720(出)
三峡水库,2026-09-11 14:00:00,159.450,10000(入)/6710(出)
三峡水库,2026-09-11 15:00:00,159.460,-(入)/6710(出)
三峡水库,2026-09-11 16:00:00,159.460,-(入)/6700(出)
三峡水库,2026-09-11 17:00:00,159.400,-(入)/9420(出)
三峡水库,2026-09-11 18:00:00,159.310,-(入)/12200(出)
三峡水库,2026-09-11 19:00:00,159.290,-(入)/12300(出)
三峡水库,2026-09-11 20:00:00,159.250,10500(入)/12300(出)
三峡水库,2026-09-11 21:00:00,159.270,-(入)/12300(出)
三峡水库,2026-09-11 22:00:00,159.260,-(入)/12300(出)
三峡水库,2026-09-12 05:00:00,159.570,-(入)/7870(出)
三峡水库,2026-09-12 06:00:00,159.570,-(入)/7870(出)
三峡水库,2026-09-12 07:00:00,159.570,-(入)/7850(出)
三峡水库,2026-09-12 08:00:00,159.570,13000(入)/7850(出)
三峡水库,2026-09-12 09:00:00,159.580,-(入)/7830(出)
三峡水库,2026-09-12 10:00:00,159.630,-(入)/7000(出)
三峡水库,2026-09-12 11:00:00,159.660,-(入)/6990(出)
三峡水库,2026-09-12 12:00:00,159.700,-(入)/6990(出)
三峡水库,2026-09-12 13:00:00,159.740,-(入)/6980(出)
三峡水库,2026-09-12 14:00:00,159.770,13000(入)/6970(出)
三峡水库,2026-09-12 15:00:00,159.810,-(入)/6960(出)
三峡水库,2026-09-12 16:00:00,159.840,-(入)/6950(出)
三峡水库,2026-09-12 17:00:00,159.820,-(入)/9720(出)
三峡水库,2026-09-12 18:00:00,159.740,-(入)/12500(出)
三峡水库,2026-09-12 19:00:00,159.710,-(入)/12500(出)
三峡水库,2026-09-12 20:00:00,159.680,13000(入)/12600(出)
三峡水库,2026-09-12 21:00:00,159.730,-(入)/12600(出)
三峡水库,2026-09-12 22:00:00,159.710,-(入)/12600(出)
三峡水库,2026-09-13 05:00:00,160.080,-(入)/7800(出)
三峡水库,2026-09-13 06:00:00,160.080,-(入)/7790(出)
三峡水库,2026-09-13 07:00:00,160.110,-(入)/7780(出)
三峡水库,2026-09-13 08:00:00,160.100,12500(入)/7780(出)
三峡水库,2026-09-13 09:00:00,160.120,-(入)/7770(出)
三峡水库,2026-09-13 10:00:00,160.160,-(入)/6950(出)
三峡水库,2026-09-13 11:00:00,160.200,-(入)/6940(出)
三峡水库,2026-09-13 12:00:00,160.220,-(入)/6940(出)
三峡水库,2026-09-13 13:00:00,160.250,-(入)/6940(出)
三峡水库,2026-09-13 14:00:00,160.280,11700(入)/6930(出)
三峡水库,2026-09-13 15:00:00,160.310,-(入)/6930(出)
三峡水库,2026-09-13 17:00:00,160.280,-(入)/9830(出)
三峡水库,2026-09-13 18:00:00,160.200,-(入)/12500(出)
三峡水库,2026-09-13 19:00:00,160.160,-(入)/12500(出)
三峡水库,2026-09-13 20:00:00,160.130,11000(入)/12500(出)
三峡水库,2026-09-13 21:00:00,160.130,-(入)/12600(出)
三峡水库,2026-09-13 22:00:00,160.120,-(入)/12600(出)
三峡水库,2026-09-14 05:00:00,160.440,-(入)/7790(出)
三峡水库,2026-09-14 06:00:00,160.440,-(入)/7790(出)
三峡水库,2026-09-14 07:00:00,160.440,-(入)/7780(出)
三峡水库,2026-09-14 08:00:00,160.420,10500(入)/7770(出)
三峡水库,2026-09-14 09:00:00,160.430,-(入)/7770(出)
三峡水库,2026-09-14 10:00:00,160.460,-(入)/6940(出)
三峡水库,2026-09-14 11:00:00,160.470,-(入)/6940(出)
三峡水库,2026-09-14 12:00:00,160.490,-(入)/6940(出)
三峡水库,2026-09-14 13:00:00,160.500,-(入)/6940(出)
三峡水库,2026-09-14 14:00:00,160.510,10200(入)/6930(出)
三峡水库,2026-09-14 15:00:00,160.540,-(入)/6930(出)
三峡水库,2026-09-14 16:00:00,160.560,-(入)/6930(出)
三峡水库,2026-09-14 17:00:00,160.510,-(入)/9710(出)
三峡水库,2026-09-14 18:00:00,160.430,-(入)/12500(出)
三峡水库,2026-09-14 19:00:00,160.380,-(入)/12500(出)
三峡水库,2026-09-14 20:00:00,160.340,9900(入)/12500(出)
三峡水库,2026-09-14 21:00:00,160.360,-(入)/12600(出)
三峡水库,2026-09-14 22:00:00,160.340,-(入)/12600(出)
三峡水库,2026-09-15 05:00:00,160.580,-(入)/7800(出)
三峡水库,2026-09-15 06:00:00,160.560,-(入)/7800(出)
三峡水库,2026-09-15 07:00:00,160.580,-(入)/7790(出)
三峡水库,2026-09-15 08:00:00,160.550,9500(入)/7790(出)
三峡水库,2026-09-15 09:00:00,160.560,-(入)/7770(出)
三峡水库,2026-09-15 10:00:00,160.580,-(入)/6960(出)
三峡水库,2026-09-15 11:00:00,160.580,-(入)/6960(出)
三峡水库,2026-09-15 12:00:00,160.590,-(入)/6950(出)
三峡水库,2026-09-15 13:00:00,160.600,-(入)/6950(出)
三峡水库,2026-09-15 14:00:00,160.610,9600(入)/6940(出)
三峡水库,2026-09-15 15:00:00,160.630,-(入)/6930(出)
三峡水库,2026-09-15 16:00:00,160.640,-(入)/6930(出)
三峡水库,2026-09-15 17:00:00,160.570,-(入)/9650(出)
三峡水库,2026-09-15 18:00:00,160.510,-(入)/12500(出)
三峡水库,2026-09-15 19:00:00,160.480,-(入)/12500(出)
三峡水库,2026-09-15 20:00:00,160.430,9840(入)/12500(出)
三峡水库,2026-09-15 21:00:00,160.430,-(入)/12500(出)
三峡水库,2026-09-15 22:00:00,160.420,-(入)/12600(出)
三峡水库,2026-09-16 05:00:00,160.680,-(入)/8390(出)
三峡水库,2026-09-16 06:00:00,160.660,-(入)/8390(出)
三峡水库,2026-09-16 07:00:00,160.650,-(入)/8380(出)
三峡水库,2026-09-16 08:00:00,160.650,9610(入)/8370(出)
三峡水库,2026-09-16 09:00:00,160.640,-(入)/8370(出)
三峡水库,2026-09-16 10:00:00,160.650,-(入)/7560(出)
三峡水库,2026-09-16 11:00:00,160.700,-(入)/7560(出)
三峡水库,2026-09-16 12:00:00,160.710,-(入)/7550(出)
三峡水库,2026-09-16 13:00:00,160.720,-(入)/7540(出)
三峡水库,2026-09-16 14:00:00,160.740,10700(入)/7550(出)
三峡水库,2026-09-16 15:00:00,160.770,-(入)/7550(出)
三峡水库,2026-09-16 16:00:00,160.790,-(入)/7540(出)
三峡水库,2026-09-16 17:00:00,160.740,-(入)/10300(出)
三峡水库,2026-09-16 18:00:00,160.650,-(入)/13000(出)
三峡水库,2026-09-16 19:00:00,160.610,-(入)/13100(出)
三峡水库,2026-09-16 20:00:00,160.570,11900(入)/13100(出)
三峡水库,2026-09-16 21:00:00,160.580,-(入)/13100(出)
三峡水库,2026-09-16 22:00:00,160.590,-(入)/13100(出)
三峡水库,2026-09-17 05:00:00,160.950,-(入)/8380(出)
三峡水库,2026-09-17 06:00:00,160.950,-(入)/8380(出)
三峡水库,2026-09-17 07:00:00,160.970,-(入)/8370(出)
三峡水库,2026-09-17 08:00:00,160.940,11600(入)/8370(出)
三峡水库,2026-09-17 09:00:00,160.930,-(入)/8370(出)
三峡水库,2026-09-17 10:00:00,160.960,-(入)/7580(出)
三峡水库,2026-09-17 11:00:00,160.960,-(入)/7570(出)
三峡水库,2026-09-17 12:00:00,160.990,-(入)/7560(出)
三峡水库,2026-09-17 13:00:00,161.010,-(入)/7550(出)
三峡水库,2026-09-17 14:00:00,161.040,12000(入)/7550(出)
三峡水库,2026-09-17 15:00:00,161.080,-(入)/7550(出)
三峡水库,2026-09-17 16:00:00,161.110,-(入)/7550(出)
三峡水库,2026-09-17 17:00:00,161.050,-(入)/10300(出)
三峡水库,2026-09-17 18:00:00,160.990,-(入)/13000(出)
三峡水库,2026-09-17 21:00:00,160.960,-(入)/13100(出)
三峡水库,2026-09-17 22:00:00,160.950,-(入)/13100(出)
三峡水库,2026-09-18 05:00:00,161.270,-(入)/8760(出)
三峡水库,2026-09-18 06:00:00,161.310,-(入)/8760(出)
三峡水库,2026-09-18 07:00:00,161.310,-(入)/8750(出)
三峡水库,2026-09-18 08:00:00,161.270,12000(入)/8750(出)
三峡水库,2026-09-18 09:00:00,161.280,-(入)/8750(出)
三峡水库,2026-09-18 10:00:00,161.310,-(入)/7940(出)
三峡水库,2026-09-18 11:00:00,161.330,-(入)/7940(出)
三峡水库,2026-09-18 12:00:00,161.340,-(入)/7930(出)
三峡水库,2026-09-18 13:00:00,161.360,-(入)/7930(出)
三峡水库,2026-09-18 14:00:00,161.380,12500(入)/7910(出)
三峡水库,2026-09-18 15:00:00,161.390,-(入)/7900(出)
三峡水库,2026-09-18 16:00:00,161.430,-(入)/8040(出)
三峡水库,2026-09-18 17:00:00,161.370,-(入)/10800(出)
三峡水库,2026-09-18 18:00:00,161.290,-(入)/13300(出)
三峡水库,2026-09-18 19:00:00,161.260,-(入)/13300(出)
三峡水库,2026-09-18 20:00:00,161.240,13100(入)/13400(出)
三峡水库,2026-09-18 21:00:00,161.250,-(入)/13400(出)
