站名,时间,水位(m),流量(m3/s)
丹江口水库,2026-09-11 14:00:00,163.760,1320(入)/524(出)
丹江口水库,2026-09-11 15:00:00,163.750,1330(入)/809(出)
丹江口水库,2026-09-11 16:00:00,163.740,943(入)/627(出)
丹江口水库,2026-09-11 17:00:00,163.720,690(入)/1620(出)
丹江口水库,2026-09-11 18:00:00,163.720,612(入)/1630(出)
丹江口水库,2026-09-11 19:00:00,163.720,125(入)/1630(出)
丹江口水库,2026-09-11 20:00:00,163.740,336(入)/1530(出)
丹江口水库,2026-09-11 21:00:00,163.730,518(入)/1710(出)
丹江口水库,2026-09-11 22:00:00,163.730,1100(入)/1480(出)
丹江口水库,2026-09-12 05:00:00,163.720,607(入)/610(出)
丹江口水库,2026-09-12 06:00:00,163.720,125(入)/467(出)
丹江口水库,2026-09-12 07:00:00,163.720,384(入)/497(出)
丹江口水库,2026-09-12 08:00:00,163.730,677(入)/448(出)
丹江口水库,2026-09-12 09:00:00,163.740,1030(入)/436(出)
丹江口水库,2026-09-12 10:00:00,163.720,561(入)/441(出)
丹江口水库,2026-09-12 11:00:00,163.730,939(入)/437(出)
丹江口水库,2026-09-12 12:00:00,163.710,108(入)/441(出)
丹江口水库,2026-09-12 13:00:00,163.720,500(入)/447(出)
丹江口水库,2026-09-12 14:00:00,163.720,381(入)/555(出)
丹江口水库,2026-09-12 15:00:00,163.730,561(入)/440(出)
丹江口水库,2026-09-12 16:00:00,163.700,117(入)/729(出)
丹江口水库,2026-09-12 17:00:00,163.680,510(入)/1690(出)
丹江口水库,2026-09-12 18:00:00,163.700,368(入)/1630(出)
丹江口水库,2026-09-12 19:00:00,163.700,144(入)/1710(出)
丹江口水库,2026-09-12 20:00:00,163.680,312(入)/1520(出)
丹江口水库,2026-09-12 21:00:00,163.690,503(入)/680(出)
丹江口水库,2026-09-12 22:00:00,163.700,1320(入)/765(出)
丹江口水库,2026-09-13 05:00:00,163.690,540(入)/531(出)
丹江口水库,2026-09-13 06:00:00,163.690,521(入)/441(出)
丹江口水库,2026-09-13 07:00:00,163.690,342(入)/443(出)
丹江口水库,2026-09-13 08:00:00,163.670,620(入)/445(出)
丹江口水库,2026-09-13 09:00:00,163.680,482(入)/445(出)
丹江口水库,2026-09-13 10:00:00,163.680,321(入)/443(出)
丹江口水库,2026-09-13 11:00:00,163.680,298(入)/442(出)
丹江口水库,2026-09-13 12:00:00,163.680,284(入)/439(出)
丹江口水库,2026-09-13 13:00:00,163.690,504(入)/732(出)
丹江口水库,2026-09-13 14:00:00,163.690,1340(入)/445(出)
丹江口水库,2026-09-13 15:00:00,163.680,544(入)/442(出)
丹江口水库,2026-09-13 17:00:00,163.650,522(入)/1620(出)
丹江口水库,2026-09-13 18:00:00,163.660,423(入)/1620(出)
丹江口水库,2026-09-13 19:00:00,163.660,126(入)/1630(出)
丹江口水库,2026-09-13 20:00:00,163.660,639(入)/1630(出)
丹江口水库,2026-09-13 21:00:00,163.670,871(入)/991(出)
丹江口水库,2026-09-13 22:00:00,163.690,1730(入)/446(出)
丹江口水库,2026-09-14 06:00:00,163.660,280(入)/528(出)
丹江口水库,2026-09-14 07:00:00,163.650,559(入)/440(出)
丹江口水库,2026-09-14 08:00:00,163.660,134(入)/574(出)
丹江口水库,2026-09-14 09:00:00,163.650,120(入)/443(出)
丹江口水库,2026-09-14 10:00:00,163.650,105(入)/446(出)
丹江口水库,2026-09-14 11:00:00,163.650,450(入)/443(出)
丹江口水库,2026-09-14 12:00:00,163.650,177(入)/736(出)
丹江口水库,2026-09-14 13:00:00,163.650,506(入)/644(出)
丹江口水库,2026-09-14 14:00:00,163.650,138(入)/481(出)
丹江口水库,2026-09-14 15:00:00,163.650,553(入)/452(出)
丹江口水库,2026-09-14 16:00:00,163.640,196(入)/1350(出)
丹江口水库,2026-09-14 17:00:00,163.630,589(入)/1710(出)
丹江口水库,2026-09-14 18:00:00,163.620,381(入)/1700(出)
丹江口水库,2026-09-14 19:00:00,163.620,212(入)/1660(出)
丹江口水库,2026-09-14 20:00:00,163.640,885(入)/1430(出)
丹江口水库,2026-09-14 21:00:00,163.630,603(入)/1350(出)
丹江口水库,2026-09-14 22:00:00,163.650,1870(入)/609(出)
丹江口水库,2026-09-15 05:00:00,163.620,762(入)/926(出)
丹江口水库,2026-09-15 06:00:00,163.620,941(入)/1230(出)
丹江口水库,2026-09-15 07:00:00,163.620,399(入)/1250(出)
丹江口水库,2026-09-15 08:00:00,163.600,282(入)/987(出)
丹江口水库,2026-09-15 09:00:00,163.610,513(入)/441(出)
丹江口水库,2026-09-15 10:00:00,163.590,286(入)/444(出)
丹江口水库,2026-09-15 11:00:00,163.610,487(入)/444(出)
丹江口水库,2026-09-15 12:00:00,163.610,351(入)/447(出)
丹江口水库,2026-09-15 13:00:00,163.590,285(入)/731(出)
丹江口水库,2026-09-15 14:00:00,163.600,545(入)/539(出)
丹江口水库,2026-09-15 15:00:00,163.590,116(入)/870(出)
丹江口水库,2026-09-15 16:00:00,163.580,285(入)/1630(出)
丹江口水库,2026-09-15 17:00:00,163.580,419(入)/1700(出)
丹江口水库,2026-09-15 18:00:00,163.570,423(入)/1670(出)
丹江口水库,2026-09-15 19:00:00,163.570,333(入)/860(出)
丹江口水库,2026-09-15 20:00:00,163.580,366(入)/712(出)
丹江口水库,2026-09-15 21:00:00,163.610,2040(入)/753(出)
丹江口水库,2026-09-15 22:00:00,163.590,1500(入)/469(出)
丹江口水库,2026-09-16 05:00:00,163.560,591(入)/992(出)
丹江口水库,2026-09-16 06:00:00,163.570,1180(入)/670(出)
丹江口水库,2026-09-16 07:00:00,163.570,1060(入)/735(出)
丹江口水库,2026-09-16 08:00:00,163.560,552(入)/965(出)
丹江口水库,2026-09-16 09:00:00,163.580,1710(入)/450(出)
丹江口水库,2026-09-16 10:00:00,163.550,141(入)/814(出)
丹江口水库,2026-09-16 11:00:00,163.570,1280(入)/880(出)
丹江口水库,2026-09-16 12:00:00,163.570,842(入)/701(出)
丹江口水库,2026-09-16 13:00:00,163.580,1270(入)/903(出)
丹江口水库,2026-09-16 14:00:00,163.580,1680(入)/900(出)
丹江口水库,2026-09-16 15:00:00,163.580,818(入)/604(出)
丹江口水库,2026-09-16 16:00:00,163.570,1720(入)/1610(出)
丹江口水库,2026-09-16 17:00:00,163.540,532(入)/1570(出)
丹江口水库,2026-09-16 18:00:00,163.560,597(入)/650(出)
丹江口水库,2026-09-16 19:00:00,163.560,145(入)/559(出)
丹江口水库,2026-09-16 20:00:00,163.570,501(入)/560(出)
丹江口水库,2026-09-16 21:00:00,163.570,493(入)/865(出)
丹江口水库,2026-09-16 22:00:00,163.580,1250(入)/648(出)
丹江口水库,2026-09-17 05:00:00,163.570,114(入)/546(出)
丹江口水库,2026-09-17 06:00:00,163.580,956(入)/545(出)
丹江口水库,2026-09-17 07:00:00,163.580,957(入)/544(出)
丹江口水库,2026-09-17 08:00:00,163.580,1370(入)/544(出)
丹江口水库,2026-09-17 09:00:00,163.570,1020(入)/954(出)
丹江口水库,2026-09-17 10:00:00,163.570,645(入)/838(出)
丹江口水库,2026-09-17 11:00:00,163.560,307(入)/843(出)
丹江口水库,2026-09-17 12:00:00,163.570,357(入)/844(出)
丹江口水库,2026-09-17 13:00:00,163.570,406(入)/835(出)
丹江口水库,2026-09-17 14:00:00,163.570,433(入)/483(出)
丹江口水库,2026-09-17 15:00:00,163.570,812(入)/892(出)
丹江口水库,2026-09-17 16:00:00,163.570,910(入)/1550(出)
丹江口水库,2026-09-17 17:00:00,163.570,1450(入)/1650(出)
丹江口水库,2026-09-17 18:00:00,163.560,752(入)/1500(出)
丹江口水库,2026-09-17 21:00:00,163.570,1220(入)/681(出)
丹江口水库,2026-09-17 22:00:00,163.570,1160(入)/1220(出)
丹江口水库,2026-09-18 06:00:00,163.580,778(入)/469(出)
丹江口水库,2026-09-18 07:00:00,163.570,748(入)/1580(出)
丹江口水库,2026-09-18 08:00:00,163.570,847(入)/1630(出)
丹江口水库,2026-09-18 09:00:00,163.570,970(入)/930(出)
丹江口水库,2026-09-18 10:00:00,163.570,964(入)/447(出)
丹江口水库,2026-09-18 11:00:00,163.570,949(入)/732(出)
丹江口水库,2026-09-18 12:00:00,163.580,965(入)/443(出)
丹江口水库,2026-09-18 13:00:00,163.590,1700(入)/445(出)
丹江口水库,2026-09-18 14:00:00,163.580,1100(入)/443(出)
丹江口水库,2026-09-18 15:00:00,163.580,949(入)/647(出)
丹江口水库,2026-09-18 16:00:00,163.570,667(入)/1510(出)
丹江口水库,2026-09-18 17:00:00,163.580,1240(入)/1260(出)
丹江口水库,2026-09-18 18:00:00,163.570,554(入)/1310(出)
丹江口水库,2026-09-18 19:00:00,163.590,992(入)/650(出)
丹江口水库,2026-09-18 20:00:00,163.590,1410(入)/524(出)
丹江口水库,2026-09-18 21:00:00,163.610,2240(入)/802(出)
丹江口水库,2026-09-18 22:00:00,163.610,2550(入)/633(出)
丹江口水库,2026-09-19 06:00:00,163.650,2980(入)/433(出)
丹江口水库,2026-09-19 07:00:00,163.650,3270(入)/954(出)
丹江口水库,2026-09-19 08:00:00,163.650,2440(入)/1630(出)
丹江口水库,2026-09-19 09:00:00,163.650,1650(入)/467(出)
丹江口水库,2026-09-19 10:00:00,163.650,792(入)/447(出)
丹江口水库,2026-09-19 11:00:00,163.640,764(入)/449(出)
丹江口水库,2026-09-19 12:00:00,163.670,1600(入)/731(出)
丹江口水库,2026-09-19 13:00:00,163.670,1600(入)/499(出)
丹江口水库,2026-09-19 14:00:00,163.660,1080(入)/451(出)
丹江口水库,2026-09-19 15:00:00,163.660,965(入)/443(出)
丹江口水库,2026-09-19 16:00:00,163.660,1020(入)/1220(出)
丹江口水库,2026-09-19 17:00:00,163.670,1990(入)/1580(出)
丹江口水库,2026-09-19 18:00:00,163.670,914(入)/1630(出)
丹江口水库,2026-09-19 19:00:00,163.680,1420(入)/989(出)
丹江口水库,2026-09-19 20:00:00,163.690,2280(入)/444(出)
丹江口水库,2026-09-19 21:00:00,163.700,2680(入)/439(出)
丹江口水库,2026-09-19 22:00:00,163.700,2620(入)/438(出)
丹江口水库,2026-09-20 05:00:00,163.730,2130(入)/726(出)
丹江口水库,2026-09-20 06:00:00,163.750,2180(入)/563(出)
丹江口水库,2026-09-20 07:00:00,163.750,2550(入)/731(出)
丹江口水库,2026-09-20 08:00:00,163.750,2100(入)/955(出)
丹江口水库,2026-09-20 09:00:00,163.770,2990(入)/1440(出)
丹江口水库,2026-09-20 10:00:00,163.760,2190(入)/442(出)
丹江口水库,2026-09-20 11:00:00,163.770,2580(入)/729(出)
丹江口水库,2026-09-20 12:00:00,163.800,3070(入)/966(出)
丹江口水库,2026-09-20 13:00:00,163.790,2580(入)/439(出)
丹江口水库,2026-09-20 14:00:00,163.800,2940(入)/446(出)
丹江口水库,2026-09-20 15:00:00,163.790,1520(入)/546(出)
丹江口水库,2026-09-20 16:00:00,163.780,1500(入)/1180(出)
丹江口水库,2026-09-20 17:00:00,163.810,2450(入)/1150(出)
丹江口水库,2026-09-20 18:00:00,163.800,708(入)/548(出)
丹江口水库,2026-09-20 19:00:00,163.810,1550(入)/548(出)
丹江口水库,2026-09-20 20:00:00,163.820,1560(入)/631(出)
丹江口水库,2026-09-20 21:00:00,163.820,2010(入)/623(出)
丹江口水库,2026-09-20 22:00:00,163.830,2800(入)/681(出)
丹江口水库,2026-09-21 05:00:00,163.880,2710(入)/547(出)
丹江口水库,2026-09-21 06:00:00,163.890,2280(入)/546(出)
丹江口水库,2026-09-21 07:00:00,163.890,1810(入)/730(出)
丹江口水库,2026-09-21 08:00:00,163.890,1930(入)/1410(出)
丹江口水库,2026-09-21 09:00:00,163.890,2080(入)/1450(出)
丹江口水库,2026-09-21 10:00:00,163.890,1410(入)/1490(出)
丹江口水库,2026-09-21 11:00:00,163.900,1980(入)/1430(出)
丹江口水库,2026-09-21 12:00:00,163.910,2040(入)/493(出)
丹江口水库,2026-09-21 13:00:00,163.930,2850(入)/485(出)
丹江口水库,2026-09-21 14:00:00,163.930,2750(入)/775(出)
丹江口水库,2026-09-21 15:00:00,163.920,2270(入)/1140(出)
丹江口水库,2026-09-21 16:00:00,163.910,1750(入)/1220(出)
丹江口水库,2026-09-21 17:00:00,163.910,1320(入)/1450(出)
丹江口水库,2026-09-21 18:00:00,163.940,2140(入)/592(出)
丹江口水库,2026-09-21 19:00:00,163.950,1760(入)/691(出)
丹江口水库,2026-09-21 20:00:00,163.960,2170(入)/687(出)
丹江口水库,2026-09-21 21:00:00,163.960,2500(入)/646(出)
丹江口水库,2026-09-21 22:00:00,163.970,3280(入)/446(出)
丹江口水库,2026-09-22 05:00:00,164.010,2510(入)/546(出)
丹江口水库,2026-09-22 06:00:00,164.020,2870(入)/648(出)
丹江口水库,2026-09-22 07:00:00,164.020,2010(入)/918(出)
丹江口水库,2026-09-22 08:00:00,164.020,2870(入)/985(出)
丹江口水库,2026-09-22 09:00:00,164.020,2140(入)/1190(出)
丹江口水库,2026-09-22 10:00:00,164.020,1770(入)/1210(出)
丹江口水库,2026-09-22 11:00:00,164.020,1470(入)/1210(出)
丹江口水库,2026-09-22 12:00:00,164.040,1990(入)/817(出)
丹江口水库,2026-09-22 13:00:00,164.050,2370(入)/696(出)
丹江口水库,2026-09-22 14:00:00,164.050,2290(入)/443(出)
丹江口水库,2026-09-22 15:00:00,164.050,2150(入)/543(出)
丹江口水库,2026-09-22 16:00:00,164.050,2050(入)/702(出)
丹江口水库,2026-09-22 17:00:00,164.050,1990(入)/1150(出)
丹江口水库,2026-09-22 18:00:00,164.030,357(入)/1600(出)
丹江口水库,2026-09-22 19:00:00,164.050,882(入)/1240(出)
